sales_id,customer_id,product_id,store_id,quantity,discount,date,total_amount
1,63,38,12,3,29.24,2024-09-21,113.25
2,96,97,14,4,1.57,2025-03-02,1038.44
3,52,23,14,4,20.47,2024-09-22,475.94
4,96,63,2,4,14.04,2024-08-22,1427.73
5,132,15,5,3,17.38,2024-11-11,235.47
6,151,97,5,3,2.56,2025-02-14,770.99
7,143,25,6,2,1.29,2025-06-01,455.55
8,171,17,13,1,20.01,2024-10-16,124.46
9,29,97,9,4,24.7,2025-03-28,794.42
10,36,66,15,4,23.46,2024-11-15,837.75
11,13,78,14,1,16.31,2024-12-24,34.86
12,160,53,7,4,3.0,2024-11-02,1823.79
13,71,51,20,3,20.64,2024-10-19,1154.55
14,187,39,2,3,7.26,2024-12-29,956.24
15,86,51,7,4,27.33,2025-05-23,1409.62
16,28,70,6,3,25.15,2025-01-25,1108.18
17,66,6,17,3,21.28,2025-04-19,194.17
18,170,67,2,4,28.47,2024-08-15,213.9
19,45,7,3,2,0.94,2025-06-05,66.87
20,62,51,5,1,22.09,2025-06-05,377.82
21,185,72,5,3,9.91,2024-09-13,279.35
22,134,42,1,2,27.18,2024-11-15,364.26
23,28,64,8,3,8.0,2025-03-02,501.19
24,28,15,12,3,21.75,2024-08-02,223.01
25,108,29,4,1,26.33,2025-02-20,219.72
26,44,33,13,3,1.25,2024-08-09,110.21
27,84,94,15,1,11.93,2024-12-18,249.09
28,30,27,11,1,22.87,2024-11-04,80.09
29,190,36,10,1,13.65,2025-01-30,349.86
30,75,29,3,2,8.02,2025-01-02,548.66
31,128,38,14,4,6.59,2024-08-07,199.34
32,92,57,16,2,3.95,2025-06-13,93.74
33,190,97,10,4,25.71,2025-05-22,783.76
34,129,27,10,4,17.26,2025-02-22,343.67
35,121,55,12,1,2.29,2025-04-08,294.07
36,27,33,9,3,11.48,2024-07-27,98.79
37,190,68,1,1,11.03,2025-04-16,357.74
38,121,86,5,3,5.45,2024-10-03,470.77
39,116,66,20,4,13.07,2025-05-21,951.47
40,3,10,8,1,9.96,2025-01-28,320.09
41,103,5,11,3,10.25,2025-06-03,221.4
42,198,74,12,2,22.17,2025-04-03,636.1
43,200,97,1,3,6.7,2024-07-23,738.24
44,155,38,20,1,19.26,2024-09-24,43.07
45,137,13,11,2,17.12,2024-11-22,691.32
46,62,31,5,3,17.04,2025-01-30,760.9
47,165,47,15,3,19.89,2024-09-01,382.85
48,51,100,5,3,16.45,2025-01-01,146.4
49,172,88,12,3,26.38,2024-08-15,708.06
50,152,52,5,3,20.27,2024-10-03,929.71
51,59,56,17,2,16.41,2025-02-26,771.25
52,118,15,17,4,24.89,2024-08-13,285.42
53,160,29,12,2,18.18,2024-08-21,488.06
54,96,8,15,2,8.73,2025-01-12,791.79
55,180,5,15,2,6.21,2024-07-04,154.25
56,113,29,6,4,4.57,2025-03-03,1138.48
57,62,47,12,1,26.98,2025-05-28,116.32
58,186,68,20,4,21.3,2024-09-13,1265.78
59,52,76,18,2,28.12,2024-09-12,525.96
60,12,45,14,3,18.1,2024-12-31,327.03
61,39,2,2,3,14.2,2024-08-17,1224.19
62,130,27,9,2,1.79,2024-07-27,203.96
63,131,95,5,3,20.15,2025-03-17,926.17
64,113,36,20,2,17.47,2024-12-13,668.76
65,101,36,1,3,29.71,2024-12-10,854.36
66,113,26,3,4,7.17,2024-07-29,1461.74
67,184,43,6,1,15.92,2024-10-12,18.51
68,81,27,5,1,19.53,2025-06-12,83.56
69,187,69,5,4,19.34,2025-01-31,135.19
70,113,20,1,4,16.84,2024-12-23,496.17
71,2,11,17,2,23.31,2024-07-22,23.3
72,130,74,19,2,6.15,2025-03-08,767.04
73,54,38,14,2,21.77,2025-03-12,83.47
74,87,6,12,3,18.59,2024-09-21,200.81
75,129,72,10,2,26.88,2025-04-12,151.15
76,147,23,20,4,25.42,2025-02-13,446.32
77,126,47,18,1,9.45,2024-09-22,144.25
78,130,90,11,3,8.29,2024-10-18,656.87
79,53,46,2,2,29.45,2024-07-28,469.79
80,172,12,18,3,15.82,2024-07-05,1225.1
81,160,90,7,3,27.19,2025-05-19,521.5
82,198,13,15,2,4.92,2025-04-22,793.08
83,160,62,11,3,19.28,2024-12-09,337.38
84,68,82,18,1,24.3,2025-04-06,237.34
85,183,89,12,4,28.42,2024-09-21,1271.75
86,184,97,6,4,10.12,2024-08-13,948.23
87,123,60,20,1,21.75,2024-07-15,129.93
88,145,43,13,3,16.16,2025-04-29,55.38
89,38,76,20,2,1.82,2025-01-21,718.4
90,24,100,16,3,20.7,2024-10-07,138.96
91,69,68,18,1,20.7,2024-08-19,318.86
92,116,5,10,3,27.92,2024-11-07,177.81
93,98,37,8,4,14.92,2024-08-10,530.15
94,198,72,18,3,6.91,2025-04-26,288.65
95,139,92,1,1,1.34,2025-03-08,353.26
96,144,31,8,4,12.47,2024-10-28,1070.42
97,97,9,6,3,9.06,2024-09-18,825.42
98,124,51,5,3,22.83,2025-03-07,1122.68
99,187,29,15,4,10.63,2024-08-17,1066.18
100,70,78,15,2,28.47,2024-08-15,59.58
101,93,40,2,4,28.87,2024-10-27,634.14
102,3,41,1,2,18.63,2025-04-03,106.45
103,148,86,11,1,27.86,2024-09-30,119.73
104,187,11,10,1,22.83,2025-06-13,11.72
105,164,23,18,4,16.41,2024-08-08,500.24
106,147,1,18,4,5.41,2025-02-28,720.4
107,90,46,17,1,13.76,2024-11-02,287.14
108,195,21,8,2,16.83,2025-01-31,512.11
109,147,90,15,1,25.92,2025-01-12,176.87
110,148,36,8,4,14.44,2025-01-06,1386.62
111,96,54,17,1,26.93,2024-09-30,327.31
112,199,87,12,4,20.23,2024-10-11,1168.34
113,52,57,8,4,4.11,2024-08-19,187.18
114,161,1,14,1,29.85,2025-01-31,133.57
115,168,63,4,2,15.82,2025-02-24,699.08
116,128,54,1,3,11.76,2024-07-31,1185.79
117,39,55,1,1,19.77,2024-11-02,241.46
118,82,40,19,3,3.27,2025-03-13,646.78
119,104,15,16,1,19.1,2024-12-03,76.85
120,129,21,14,3,14.95,2025-02-10,785.53
121,11,47,16,2,12.2,2024-09-11,279.73
122,185,73,5,2,28.59,2024-11-14,11.04
123,178,53,9,1,15.68,2025-02-25,396.35
124,151,9,2,4,6.57,2024-11-21,1130.69
125,159,74,18,3,13.77,2025-04-21,1057.14
126,42,52,6,4,27.58,2025-06-24,1125.96
127,99,57,9,4,5.28,2024-08-18,184.89
128,7,26,1,4,6.42,2025-01-16,1473.55
129,144,41,9,2,0.39,2024-07-26,130.31
130,90,35,16,1,0.43,2024-08-08,480.91
131,112,63,13,1,24.88,2024-12-30,311.92
132,60,25,9,2,21.96,2025-02-23,360.15
133,113,90,13,2,10.65,2024-08-08,426.65
134,2,75,9,1,20.95,2024-07-31,280.54
135,129,38,11,4,11.86,2025-03-05,188.09
136,48,2,4,3,28.59,2024-07-18,1018.88
137,140,7,2,3,29.01,2025-05-01,71.88
138,197,82,6,3,11.78,2024-11-11,829.79
139,37,91,14,4,25.63,2025-06-19,190.98
140,160,34,4,1,23.19,2024-07-17,364.62
141,9,91,6,2,9.3,2025-06-08,116.46
142,99,17,19,1,6.96,2025-04-06,144.77
143,147,43,6,4,13.75,2024-11-26,75.97
144,48,59,2,2,23.44,2024-12-23,41.94
145,131,51,18,4,28.81,2025-02-14,1380.92
146,148,54,13,3,22.91,2025-04-14,1035.95
147,152,24,9,3,25.66,2025-04-07,415.6
148,54,25,19,4,18.09,2025-05-08,756.03
149,120,71,13,2,25.06,2025-01-13,580.43
150,161,52,11,2,23.53,2025-06-24,594.46
151,152,70,1,1,11.31,2025-02-17,437.69
152,116,88,7,3,16.56,2025-04-01,802.5
153,75,33,15,1,24.14,2025-03-08,28.22
154,113,49,1,1,1.38,2025-05-07,271.82
155,200,29,12,4,24.24,2025-06-06,903.82
156,164,63,7,4,5.34,2024-12-29,1572.23
157,166,22,15,1,15.44,2024-09-12,62.62
158,104,26,19,3,24.25,2024-08-16,894.59
159,84,28,1,4,7.61,2025-06-26,959.19
160,112,85,17,1,7.37,2025-04-30,147.23
161,99,49,17,1,12.08,2025-04-19,242.33
162,153,71,3,1,26.84,2025-04-18,283.32
163,93,81,12,1,0.01,2024-12-02,432.2
164,146,84,6,1,27.04,2025-05-19,26.6
165,128,49,11,1,4.61,2025-01-02,262.91
166,110,20,3,4,29.7,2024-07-23,419.44
167,82,86,8,3,28.65,2025-04-12,355.26
168,194,92,14,1,14.84,2025-05-27,304.92
169,54,63,14,2,15.38,2025-02-10,702.74
170,163,61,10,4,14.45,2024-12-12,675.5
171,189,49,2,4,19.06,2025-01-27,892.35
172,169,71,14,1,2.72,2025-05-24,376.73
173,161,1,9,4,0.98,2024-08-18,754.14
174,68,96,3,1,1.73,2024-11-29,245.11
175,33,13,8,3,13.33,2025-02-24,1084.4
176,142,94,16,3,8.27,2025-05-12,778.32
177,21,87,2,4,18.66,2024-07-05,1191.34
178,48,51,6,4,29.77,2025-06-09,1362.29
179,148,56,12,2,11.59,2024-09-11,815.72
180,128,83,5,4,17.22,2024-11-02,558.9
181,136,62,2,2,12.47,2024-12-23,243.89
182,135,32,16,3,25.42,2025-01-27,200.05
183,195,30,5,3,27.07,2024-08-30,61.24
184,145,29,15,1,26.32,2024-12-17,219.75
185,128,49,12,3,29.23,2025-02-04,585.17
186,33,45,4,2,0.83,2024-10-25,263.99
187,176,93,15,4,25.19,2025-04-25,1141.87
188,187,30,11,1,22.55,2024-10-30,21.68
189,115,16,16,2,6.86,2025-04-12,178.44
190,119,40,6,4,28.69,2024-11-24,635.74
191,22,19,14,1,4.45,2025-02-05,209.07
192,158,18,18,3,20.39,2025-06-25,632.3
193,38,1,12,2,6.75,2024-11-30,355.1
194,109,78,11,4,12.94,2024-08-01,145.04
195,51,47,13,1,21.57,2025-03-24,124.94
196,182,66,11,1,16.9,2024-09-22,227.39
197,8,92,16,3,12.83,2025-01-07,936.36
198,27,94,15,4,9.79,2024-12-31,1020.56
199,27,38,15,3,25.19,2024-08-09,119.73
200,21,51,4,3,4.31,2025-05-28,1392.12
201,30,63,11,4,12.9,2024-07-27,1446.66
202,97,4,19,4,27.11,2025-03-19,878.59
203,28,1,15,4,25.38,2024-09-14,568.31
204,111,8,4,2,12.03,2025-06-25,763.16
205,192,29,13,4,22.89,2024-11-04,919.92
206,197,55,19,1,24.69,2024-10-08,226.65
207,61,3,2,3,26.67,2025-02-17,808.11
208,48,32,14,2,16.34,2024-11-08,149.6
209,147,10,4,4,6.13,2025-01-23,1334.83
210,4,74,16,2,7.66,2025-02-18,754.69
211,35,83,20,4,8.87,2024-10-20,615.27
212,192,34,14,2,17.81,2024-10-26,780.31
213,49,97,15,3,0.98,2025-05-19,783.5
214,17,87,3,3,19.08,2025-05-03,888.89
215,172,55,8,1,10.93,2025-01-20,268.07
216,158,92,16,1,8.86,2024-08-07,326.34
217,46,32,10,4,26.38,2025-06-22,263.29
218,117,50,4,3,13.8,2025-01-21,249.55
219,6,7,18,2,2.85,2025-02-08,65.58
220,99,93,2,2,24.8,2025-06-09,573.91
221,124,8,17,2,1.43,2025-06-10,855.11
222,37,65,13,1,21.8,2024-08-02,112.65
223,24,57,4,2,23.22,2025-02-13,74.94
224,93,67,11,1,10.58,2025-01-14,66.85
225,46,88,7,1,24.74,2024-08-18,241.28
226,181,87,12,4,15.47,2024-11-08,1238.06
227,95,59,10,2,13.9,2025-04-11,47.17
228,99,72,7,2,1.36,2024-12-16,203.91
229,188,54,13,3,8.7,2025-03-04,1226.91
230,116,67,7,4,27.93,2024-10-28,215.52
231,191,51,17,3,11.75,2024-10-25,1283.88
232,160,97,10,4,16.4,2024-07-01,881.98
233,161,92,10,2,15.96,2024-12-15,601.83
234,67,8,4,1,17.71,2025-05-04,356.94
235,128,34,20,1,1.84,2025-01-16,465.97
236,18,35,4,1,10.87,2025-04-17,430.49
237,25,96,7,1,21.69,2024-12-05,195.33
238,54,88,1,1,6.02,2025-02-22,301.29
239,58,78,12,3,6.11,2025-01-11,117.32
240,67,32,13,4,0.3,2024-08-12,356.57
241,104,46,10,2,13.12,2024-10-30,578.53
242,174,16,15,3,26.48,2025-02-01,211.27
243,24,68,13,4,1.56,2025-05-28,1583.27
244,114,37,9,1,5.73,2024-07-27,146.85
245,32,54,9,4,9.3,2024-12-12,1625.13
246,175,85,15,4,21.95,2025-05-10,496.21
247,86,14,10,1,19.22,2024-12-06,88.95
248,151,95,10,1,12.48,2024-10-05,338.38
249,194,55,8,1,22.77,2025-06-11,232.43
250,127,48,16,2,18.29,2025-04-18,428.86
251,155,82,17,1,26.88,2025-04-01,229.25
252,130,7,5,2,24.54,2025-02-02,50.94
253,17,74,4,1,7.58,2025-06-26,377.67
254,104,7,18,2,8.14,2024-10-28,62.01
255,161,33,19,4,3.76,2025-05-22,143.21
256,137,23,4,3,10.11,2024-09-07,403.45
257,43,85,7,4,29.99,2024-08-06,445.1
258,176,19,10,4,12.17,2025-03-08,768.72
259,39,19,18,1,6.61,2025-01-29,204.35
260,170,36,19,2,22.87,2024-07-05,625.0
261,26,29,4,3,16.27,2025-06-23,749.17
262,99,60,10,1,4.49,2025-04-21,158.58
263,50,82,1,1,11.42,2024-08-02,277.72
264,153,2,18,1,12.43,2025-04-01,416.48
265,152,1,5,4,22.61,2024-11-21,589.4
266,13,47,15,2,0.62,2025-06-25,316.62
267,60,69,17,2,8.07,2024-09-30,77.04
268,135,20,3,3,15.53,2025-02-14,377.99
269,57,11,12,2,8.07,2024-11-25,27.93
270,36,2,2,2,18.85,2024-07-05,771.9
271,173,67,1,1,14.46,2024-12-03,63.95
272,20,87,17,1,10.85,2024-12-05,326.43
273,65,12,16,4,28.48,2025-03-24,1387.8
274,8,20,5,1,18.96,2024-12-22,120.88
275,144,5,15,1,3.9,2024-11-24,79.02
276,142,37,3,1,16.8,2025-05-15,129.61
277,115,38,7,1,23.42,2025-04-13,40.86
278,143,94,11,4,21.25,2024-12-19,890.91
279,92,9,10,1,5.16,2025-06-24,286.94
280,98,98,9,3,29.17,2025-06-06,460.32
281,66,53,14,3,13.46,2024-10-23,1220.34
282,32,44,13,3,4.77,2024-10-28,1300.2
283,191,99,2,3,5.41,2025-01-14,49.89
284,86,86,3,1,2.95,2024-09-15,161.07
285,51,24,7,3,24.11,2025-04-06,424.26
286,153,81,18,1,3.66,2025-04-29,416.42
287,186,74,3,4,3.75,2024-11-15,1573.3
288,63,30,10,3,25.51,2024-12-30,62.55
289,190,59,7,2,10.34,2025-01-16,49.12
290,125,87,9,3,0.93,2025-04-05,1088.26
291,150,96,17,3,1.56,2025-06-20,736.62
292,58,81,11,1,4.27,2024-09-11,413.78
293,58,81,7,3,6.4,2024-12-27,1213.73
294,86,14,14,2,19.95,2025-06-04,176.29
295,49,9,19,1,4.72,2024-10-15,288.27
296,180,40,4,1,3.57,2025-02-11,214.92
297,170,66,6,4,22.94,2024-12-24,843.44
298,70,25,10,4,20.13,2025-02-06,737.2
299,15,73,7,3,13.06,2025-06-22,20.16
300,54,22,13,4,16.48,2024-08-19,247.39
301,188,4,14,4,9.36,2024-07-15,1092.54
302,101,26,4,4,14.48,2024-09-30,1346.63
303,8,58,8,1,15.2,2025-05-29,86.5
304,53,29,5,1,11.62,2024-09-17,263.59
305,60,98,1,1,27.2,2024-08-27,157.71
306,108,87,4,4,0.48,2025-04-07,1457.61
307,5,37,3,1,23.47,2025-06-04,119.22
308,103,75,9,4,3.73,2024-11-23,1366.61
309,196,70,8,1,23.93,2025-03-27,375.41
310,6,18,1,1,18.48,2024-12-24,215.82
311,109,85,6,2,25.3,2025-05-17,237.46
312,116,42,9,3,2.93,2025-02-14,728.35
313,94,100,7,4,16.77,2025-01-03,194.46
314,47,41,4,2,15.03,2025-03-01,111.16
315,99,38,13,1,21.19,2025-06-09,42.05
316,55,34,17,4,16.03,2024-08-28,1594.42
317,168,17,2,1,16.22,2025-05-12,130.36
318,52,37,5,3,12.89,2024-12-02,407.1
319,144,25,12,2,9.27,2024-09-23,418.72
320,13,76,8,3,14.47,2024-09-13,938.76
321,114,87,6,2,3.55,2024-10-22,706.32
322,124,86,8,1,28.85,2025-01-23,118.09
323,106,85,18,3,21.43,2024-08-19,374.64
324,158,27,3,3,28.57,2024-10-17,222.52
325,147,57,12,1,6.8,2025-05-31,45.48
326,145,31,3,3,26.38,2024-09-12,675.24
327,120,6,6,4,24.26,2025-04-27,249.09
328,63,91,2,2,20.31,2024-07-10,102.32
329,19,40,12,2,18.75,2024-07-03,362.18
330,92,98,2,2,9.5,2024-08-10,392.1
331,58,12,6,4,24.49,2024-07-05,1465.23
332,183,53,17,2,15.05,2024-08-11,798.61
333,90,71,3,1,2.13,2024-09-16,379.01
334,117,10,2,3,9.39,2024-12-17,966.36
335,62,45,20,4,28.06,2025-02-27,383.01
336,23,17,8,2,25.52,2025-05-28,231.78
337,127,26,12,1,29.46,2025-05-07,277.69
338,137,85,4,3,18.84,2024-09-06,386.99
339,140,92,5,3,7.43,2025-02-21,994.37
340,129,62,13,4,4.88,2025-02-11,530.08
341,58,46,15,4,5.61,2025-01-15,1257.09
342,122,64,16,4,0.59,2025-06-16,722.07
343,1,2,10,1,11.72,2024-12-08,419.86
344,34,54,16,1,5.74,2024-11-26,422.23
345,96,65,12,4,12.35,2024-12-14,505.07
346,126,51,17,2,28.05,2024-08-30,697.83
347,118,53,16,3,12.92,2025-04-16,1227.96
348,48,36,12,3,26.34,2024-11-15,895.32
349,89,26,8,1,18.17,2024-12-05,322.13
350,117,29,20,3,7.41,2025-05-15,828.45
351,129,21,3,2,10.68,2024-08-31,549.98
352,16,11,16,3,2.52,2025-03-23,44.42
353,189,40,13,1,10.0,2025-06-15,200.59
354,192,11,19,1,20.33,2024-08-16,12.1
355,191,36,8,2,2.16,2024-07-04,792.82
356,69,59,5,2,6.16,2025-05-27,51.41
357,22,39,20,3,11.44,2024-10-13,913.14
358,93,99,8,3,29.46,2024-11-15,37.2
359,195,54,12,1,23.55,2024-08-23,342.45
360,76,98,1,2,22.0,2024-11-24,337.94
361,154,55,20,2,3.49,2025-04-15,580.91
362,144,24,6,2,23.43,2024-12-01,285.38
363,179,22,18,3,23.56,2024-11-05,169.81
364,86,69,8,2,18.03,2024-07-12,68.69
365,185,56,7,1,29.71,2025-04-03,324.27
366,29,33,1,1,9.76,2024-07-11,33.57
367,69,36,16,3,28.24,2024-08-19,872.23
368,47,20,12,4,27.44,2024-07-11,432.92
369,94,83,6,3,0.34,2024-10-25,504.65
370,190,99,20,4,13.5,2025-05-10,60.83
371,197,81,2,2,29.31,2024-12-16,611.1
372,144,62,14,3,3.09,2024-07-08,405.05
373,176,98,4,1,16.43,2025-02-12,181.04
374,85,73,1,2,29.37,2025-02-21,10.92
375,39,26,18,1,16.66,2025-06-03,328.08
376,100,66,13,2,5.69,2025-03-08,516.12
377,33,73,2,3,17.47,2024-09-09,19.14
378,101,73,9,4,6.13,2024-12-08,29.02
379,23,40,2,2,15.59,2024-12-22,376.27
380,10,17,9,4,2.22,2025-06-08,608.58
381,69,1,1,2,18.16,2024-08-14,311.65
382,100,89,11,1,15.5,2024-11-13,375.32
383,34,61,3,1,22.2,2024-09-11,153.58
384,180,43,20,2,18.92,2024-10-30,35.71
385,138,42,4,4,16.49,2025-04-04,835.47
386,147,25,18,3,20.69,2025-04-26,549.02
387,186,39,6,3,4.32,2025-03-12,986.56
388,96,35,3,1,17.86,2024-11-16,396.73
389,1,3,11,3,5.16,2025-03-20,1045.16
390,69,44,15,1,27.77,2024-12-31,328.73
391,4,51,5,3,2.05,2025-05-07,1425.0
392,16,94,20,2,12.91,2025-01-09,492.63
393,24,98,10,1,20.87,2024-08-28,171.42
394,80,12,12,1,13.74,2025-01-15,418.46
395,2,19,15,2,2.76,2025-05-30,425.54
396,128,44,17,1,16.6,2025-01-22,379.56
397,160,59,10,3,19.25,2024-09-10,66.35
398,84,49,6,3,21.11,2024-08-26,652.31
399,152,61,18,1,11.2,2024-09-09,175.29
400,140,17,13,3,16.91,2024-11-25,387.86
401,178,74,3,4,13.52,2024-11-16,1413.6
402,163,57,10,1,20.16,2024-08-13,38.96
403,124,55,14,2,17.51,2024-10-31,496.52
404,33,47,6,4,15.77,2025-04-17,536.71
405,161,12,3,1,7.49,2024-09-04,448.78
406,189,62,16,2,0.06,2024-10-23,278.47
407,179,80,7,3,5.22,2025-06-14,177.31
408,171,88,20,2,3.51,2024-12-27,618.67
409,101,83,14,4,13.47,2024-09-18,584.22
410,12,8,9,3,18.37,2025-03-28,1062.23
411,67,95,15,1,6.39,2024-07-06,361.92
412,65,21,3,3,28.17,2024-08-12,663.43
413,161,81,2,1,0.2,2025-03-08,431.38
414,168,87,2,1,23.17,2024-07-09,281.32
415,74,80,3,2,18.76,2025-04-16,101.32
416,43,70,18,2,11.21,2025-06-28,876.38
417,44,72,14,2,1.51,2024-10-21,203.6
418,29,25,20,4,18.82,2024-07-11,749.29
419,141,82,18,4,11.57,2024-07-01,1109.02
420,12,89,10,2,28.09,2025-03-01,638.81
421,95,12,2,4,16.26,2025-04-17,1624.92
422,46,15,1,3,28.19,2025-05-30,204.66
423,130,59,4,3,6.61,2024-08-06,76.74
424,35,26,14,4,21.77,2025-06-14,1231.84
425,81,26,1,4,18.52,2024-08-30,1283.02
426,90,47,14,3,22.18,2025-02-03,371.9
427,8,32,16,1,6.44,2024-11-05,83.65
428,93,10,14,3,19.95,2025-04-16,853.73
429,154,16,20,3,14.94,2024-10-24,244.44
430,90,71,3,4,22.28,2024-09-26,1203.91
431,162,17,3,3,9.81,2025-02-13,421.01
432,115,23,9,4,26.7,2025-02-12,438.66
433,105,26,6,4,2.53,2025-01-10,1534.8
434,135,85,13,2,24.22,2025-03-09,240.89
435,196,86,2,3,25.84,2025-03-13,369.25
436,58,7,8,1,24.52,2024-11-05,25.47
437,114,14,2,2,15.38,2024-11-23,186.35
438,75,79,4,4,13.15,2024-12-12,633.8
439,157,7,15,4,29.89,2024-07-09,94.65
440,120,9,4,1,6.88,2025-04-11,281.73
441,164,48,13,4,16.41,2024-06-30,877.46
442,21,72,12,3,20.12,2025-06-19,247.69
443,164,59,13,2,21.03,2025-03-16,43.26
444,138,87,14,4,6.12,2025-05-10,1375.0
445,101,93,20,4,19.62,2024-12-20,1226.89
446,152,82,18,1,24.55,2024-11-30,236.56
447,192,95,6,3,1.5,2024-11-06,1142.49
448,177,94,11,4,27.35,2024-09-21,821.9
449,99,39,2,1,0.89,2025-06-17,340.64
450,36,99,19,4,10.68,2024-12-27,62.81
451,96,18,19,1,0.47,2024-08-26,263.51
452,152,59,5,1,2.31,2024-12-15,26.76
453,151,17,19,3,27.34,2024-08-22,339.18
454,190,14,2,4,10.65,2024-10-18,393.53
455,37,31,10,3,12.74,2025-03-25,800.34
456,12,24,2,1,6.46,2024-11-05,174.31
457,113,99,11,2,17.91,2025-06-13,28.86
458,183,60,18,4,17.84,2025-03-22,545.67
459,13,45,15,2,11.17,2025-05-23,236.47
460,23,98,9,4,9.99,2024-07-29,779.95
461,99,3,19,3,26.55,2025-02-04,809.43
462,105,37,9,3,11.5,2024-09-26,413.6
463,30,43,3,3,14.81,2024-08-26,56.28
464,17,40,9,3,8.5,2024-09-02,611.81
465,113,90,14,3,23.6,2024-10-20,547.22
466,62,55,19,2,11.92,2025-01-22,530.17
467,84,87,7,3,15.41,2025-03-20,929.2
468,112,39,16,1,7.6,2025-02-12,317.58
469,86,15,16,1,29.63,2025-02-06,66.85
470,141,4,1,2,8.74,2024-11-09,550.01
471,187,93,4,4,23.12,2025-05-18,1173.47
472,19,86,4,1,12.82,2025-04-02,144.69
473,177,25,7,4,6.19,2025-01-03,865.87
474,100,13,8,2,23.99,2024-07-27,634.01
475,140,82,17,4,10.01,2024-11-17,1128.58
476,189,33,5,4,25.96,2024-07-30,110.17
477,147,16,7,4,27.46,2024-12-24,277.94
478,76,42,20,4,25.79,2025-02-21,742.43
479,9,66,20,2,1.05,2024-08-01,541.51
480,199,55,4,1,23.62,2024-12-20,229.87
481,28,99,6,3,12.34,2025-03-03,46.23
482,128,42,7,4,26.21,2024-12-03,738.22
483,52,34,18,1,19.14,2025-05-02,383.84
484,83,30,5,1,25.01,2024-12-06,20.99
485,111,13,20,2,14.98,2024-07-26,709.17
486,144,13,3,1,16.05,2024-07-07,350.12
487,117,18,7,2,4.33,2025-04-15,506.57
488,69,32,14,4,23.52,2024-11-14,273.52
489,99,96,7,4,12.58,2025-06-17,872.21
490,140,99,5,3,15.0,2025-02-03,44.83
491,25,39,5,3,23.55,2024-09-24,788.28
492,180,46,2,3,17.97,2024-07-13,819.36
493,123,29,6,1,6.03,2024-08-28,280.27
494,53,62,15,4,17.71,2024-12-19,458.59
495,151,93,10,2,12.23,2025-02-05,669.84
496,144,62,7,3,14.09,2025-06-21,359.07
497,57,57,5,2,0.85,2025-02-04,96.77
498,39,16,1,2,6.3,2025-02-12,179.51
499,109,56,13,3,8.43,2025-04-09,1267.32
500,181,10,18,4,21.39,2024-12-31,1117.83
